nome;contato;responsavel;valor;data_inicio;rede_social;origem;indicado_por;setor_indicado;plano;pipeline;observacoes;source_file;source_sheet;source_group;source_row
COMIGO LTDA;6436111500;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO BATISTA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;209
REI DOS CONTAINERS;64984117550;;;2024-10-14;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DENNES SOUSA PAIVA | Status 1: Enviado Mensagem 14/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;211
SICOOB CREDI COMIGO;6436211757;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLOVIS RIBEIRO DIAS;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;212
POSTO ARAGUAIA;6436213133;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LAURO SILVA GUIMARAES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;213
PRECISAO TINTAS;6430500063;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: OLEGARIO MARTINS GUIMARAES NETO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;214
BYRARO JOIAS E SEMIJOIAS;64993444373;;;2024-10-14;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ROSIANE APARECIDA MACEDO GUIMARAES | Status 1: Enviado Mensagem 14/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;215
IDEALIZE REPRESENTACOES E SUPRIMENTOS;6492569256;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DENER GOMES DOS SANTOS | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;216
FURACAO PRODUTOS;6436132273;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLAUDIO WITER FERREIRA PEREIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;217
DROGASHOPPING RIO VERDE;6430500050;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARIENE ALMEIDA DE SOUZA OLIVEIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;218
GREEN MOTORS;6436124246;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: IARA ROCHA DA SILVA/ MARIA TEREZINHA DA SILVA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;219
CENTRAL LATAS;6436122268;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: EDUARDO ABEL DE SOUZA XAVIER;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;220
RURAL RIO;6436120610;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLEUDINA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;221
GELPS HOTEL;6436205420;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ANTONIO FERREIRA/GLORIVAN FRANCA/PAULO KAMOGAWA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;222
UP SOLUCOES EM INVESTIMENTOS;6430509987;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CARLA CRISTINA SIMOES MARCAL;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;223
CENTRO DE FORMACAO DE CONDUTORES RIO ARAGUAIA;6436131888;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARIZETE PIRES PEREIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;224
HIDROVOLT;6436234519;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: OMAR TEIXEIRA ANDRADE;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;225
GP PNEUS;6436216121;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARCOS AURELIO KRIESER;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;226
DROGARIA SÃO JOSÉ;6436132000;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ELIOMAR DE SOUZA RODRIGUES/ADRIANA ALVES PEREIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;227
COOPERSAG;6436216032;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: EMILIO LEAO BAYLAO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;228
QUARTEL TECNOLOGIA;6436216464;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JEAN FRANK DE ALMEIDA LIMA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;229
INVICTA PECAS E ACESSORIOS;6432139669;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MATHEUS ANDRE RODRIGUES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;230
ODONTO EXCELLENCE RIO VERDE;6430502050;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DANIELE FOCKINK DA SILVA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;231
OUTLET DAS TINTAS RIO VERDE;6421428648;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RODRIGO HORTENCIO FIDELES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;232
MEGATECH;6436110757;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LUCIANO OLIVEIRA FREITAS;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;233
DEBORAH LEITE ASSESSORIA IMOBILIARIA;6430500041;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DEBORAH CARNEIRO LEITE;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;234
FUTURA IMOVEIS;6436027000;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: PEDRO PAULLO SANTOS FERREIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;235
FAZENDA LAGO AZUL II;6430500069;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RENATO DE SOUZA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;236
AUGUSTO ASSESSORIA CONTABIL;6436120909;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOSE AUGUSTO VASCONCELOS;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;237
CENTRO EDUCACIONAL QUASAR;6436210617;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: WALDECI SILVA/MARCELO RIBEIRO/LEVY DE FRANCA/ELIAMAR DE LIMA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;238
HOTEL BONS TEMPOS;6436113711;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FERNANDO JORGE F. DE ARAUJO / SILVIA T. OTTO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;239
EURO MOTOS;6436029000;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: OSEAS TEIXEIRA DE ABREU/ODETE PIMENTEL/EDUARDO SOUZA FIGUEIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;240
AGROSIGHA;64999651774;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RODRIGO NADER SANDOVAL HENARES | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;241
CONCHITA NEGOCIOS IMOBILIARIOS;6436131265;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: REGIS ABREU CRUVINEL;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;242
A CASA DO TAPETE;6432133337;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ELIENE PEREIRA MACHDO CRUVINEL;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;243
PROSA PROPAGANDA;64992219310;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO PEREIRA TAVARES NETO | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;244
JOLINNA;6430542077;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MICHELLE RAMOS SOARES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;245
COLOR PRINT IMPRESSAO DIGITAL;6436130449;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JOAO BATISTA PEREIRA DA SILVA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;246
TRON INFORMATICA;6436205700;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: KLAYTON FERNANDES DE OLIVEIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;247
VR MADEIRAS;6436220472;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VANDERLEI PALUDO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;248
BUFFET COLONIAL;6436215203;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LORENA GUIMARAES SANTOS/LENIZE G S/ LARISSA G S;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;249
GERAMAQ;6436230512;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ROVANI FERREIRA DE GODOY;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;250
BURITIS IMOVEIS;6436212570;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: PAULO MARIO CAMPOS NETO/ROSIMEIRE GOULART RIBEIRO CAMPOS;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;251
C J CONSULTORIA;6436123004;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ADRIANE MARIA STEFANELLO HEMIELEVSKI/ CLEO JOÃO HEMIELEVSKI;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;252
GF ALUMINIUM;6436210372;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LUIZ ALBERTO FLORENTINO MOTA | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;253
COLEGIO ATHOS;6436121100;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARCIA ROSINELY QUEIROZ;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;254
IMOBILIAL IMOVEIS;6436206666;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RAQUEL PEREIRA SANTA CRUZ MENESES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;255
LOCMAQ;6436213778;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLOVIS CLEMENTE/MARINEI AUGUSTA AVILA CLEMENTE;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;256
RIO VERDE MOLAS E SERVICOS;6436124545;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ROBSON OLIVEIRA GARCIA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;257
PONTUAL SUPERMERCADOS;6436125337;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: AURIMAR MIRANDA LACERDA MATIAS;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;258
TRADICAO TINTAS;6436235303;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: WANDERLAN PEREIRA JUNIOR/ALAOR LEAO NETO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;259
CENTRO EDUCACIONAL CRESCER;64999086082;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DARLEIDES ROSA DOS SANTOS | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;260
FABIO SHOPPING DOS CELULARES;64996953434;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FABIO FERREIRA DE OLIVEIRA | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;261
FERRAGISTA ABRASIL;6436214781;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARCELO FERREIRA DE CARVALHO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;262
BONEMANN REPRESENTACOES;64992382957;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: FLAVIO BONEMANN COSTA | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;263
MUNDIAL MANGUEIRAS & MATERIAIS DE CONSTRUÇÃO;6436221802;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VINICIUS SOUZA DE FARIA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;264
UNIVERSAL FREIOS;6436230486;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: HELIO FRANCISCO NUNES/ RIVERSON MARTINS NUNES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;265
FERREIRA & CARVALHO ADVOGADOS;6436123685;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: NEDER REGINALDO DE CARVALHO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;266
KI KARNES;64993430359;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: LINDOALDO FERREIRA DA SILVA | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;268
MASTELL PARTICIPACOES;6421411679;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MAURICIO DIAS CUNHA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;269
RA AUTO CENTER;6430505200;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ANDERSON INACIO DE ALMEIDA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;270
AGRICOM AGRONEGOCIOS;6430503152;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MAICON FARINA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;271
AIBES ADVOGADOS;6436110622;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: AIBES ALBERTO DA SILVA / DOUGLAS LOPES LEÃO/BEATRIZ AGNES;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;272
YASSIN E CLEMENTE ADVOGADOS ASSOCIADOS;6430504995;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: JASMYNE LINHARES YASSIN;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;273
TECNO FERTILIZANTES;64982875495;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MAICON FARINA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;274
MASTER PNEUS;6436203441;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: IELSON DO CARMO SILVA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;275
DALLYLA LIMA ASSESSORIA EM SINISTROS;6430500598;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: DALLYLA DE LIMA SABINO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;276
ACM MATERIAIS PARA CONSTRUCAO;6436217488;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: ANDRE CABRAL MENDONÇA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;277
RIVER;6436210840;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: UESTER DOS SANTOS OLIVEIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;278
META COMERCIO E SERVICOS;6436236147;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLAUDIO GRASSI SAUNER/GILMAR ZACARIAS;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;279
CLÉSIA MODAS;6436131251;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: CLESIA RODRIGUES OLIVEIRA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;280
POSTO BARRINHAS;6436132870;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: WILSON SELAYSIM BUENO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;281
V4 SBN & CO.;64999385985;;;2024-10-15;Field Sales;Organico;;;Plano Empresarial;Em Contato;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: RHODOLPHO DE PAULO SOUSA E SILVA | Status 1: Enviado Mensagem 15/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;282
LIMPA TUDO;6436121010;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VANESSA SILVA SOUZA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;283
ESCOLA ESCADINHA DO FUTURO;6436212322;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: MARIA IRENE CABRAL DA SILVA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;284
ELETROTEM MATERIAIS ELETRICOS;6436210901;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: IREMAR PEREIRA DA SILVA;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;285
BANDEIRANTE UTILIDADES;6436212688;;;2024-01-01;Field Sales;Organico;;;Plano Empresarial;Novos Leads;Origem: Controle de CRM 2026 (1).xlsx > CRM (Empresas) | Canal original: CDL | Cidade: RIO VERDE | Contato pessoa: VANDERLEY ZANOTTO;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;286
